"";"LONGITUDE";"LATITUDE";"BRIGHTNESS";"TAHUN";"BULAN"
"15797";101,246;1,621;317,7;"2017";"02"
"15798";101,25;1,629;320,6;"2017";"02"
"15799";101,236;1,627;324,6;"2017";"02"
"15800";101,248;1,635;313,9;"2017";"02"
"15801";101,244;1,629;318,8;"2017";"02"
"15802";101,597;1,327;323,8;"2014";"01"
"15803";101,584;1,331;305,9;"2014";"02"
"15804";101,582;1,332;323,7;"2014";"02"
"15805";101,583;1,323;329;"2014";"02"
"15806";101,6;1,316;333,8;"2014";"02"
"15807";101,599;1,317;310,7;"2014";"02"
"15808";101,575;1,314;355;"2014";"02"
"15809";101,604;1,318;315,2;"2014";"02"
"15810";101,607;1,324;309;"2014";"02"
"15811";101,603;1,318;323,7;"2014";"02"
"15812";101,581;1,316;335,4;"2014";"02"
"15813";101,538;1,334;337,7;"2014";"02"
"15814";101,603;1,322;300,3;"2014";"02"
"15815";101,571;1,314;301,2;"2014";"02"
"15816";101,602;1,327;314,7;"2014";"02"
"15817";101,592;1,322;300,5;"2014";"03"
"15818";101,589;1,317;313,1;"2014";"03"
"15819";101,591;1,317;366,7;"2014";"03"
"15820";101,585;1,316;317,6;"2014";"03"
"15821";101,579;1,316;313,8;"2014";"03"
"15822";101,586;1,319;315,9;"2014";"03"
"15823";101,604;1,329;302,3;"2014";"03"
"15824";101,609;1,325;306,6;"2014";"03"
"15825";101,575;1,323;321,7;"2014";"03"
"15826";101,58;1,316;378;"2014";"03"
"15827";101,589;1,314;335,1;"2014";"03"
"15828";101,589;1,32;310,1;"2014";"03"
"15829";101,569;1,322;342,2;"2014";"03"
"15830";101,58;1,329;311,8;"2014";"03"
"15831";101,568;1,314;308,3;"2014";"03"
"15832";101,57;1,322;304,3;"2014";"03"
"15833";102,222;0,967;339,6;"2014";"02"
"15834";102,213;0,968;325,2;"2014";"02"
"15835";102,212;0,954;318,3;"2014";"02"
"15836";102,215;0,966;308,6;"2014";"02"
"15837";102,224;0,963;301,3;"2014";"02"
"15838";102,225;0,973;316,8;"2014";"02"
"15839";102,214;0,975;302,9;"2014";"02"
"15840";102,225;0,976;302,6;"2014";"02"
"15841";102,21;0,967;331,4;"2014";"02"
"15842";102,219;0,969;326;"2014";"02"
"15843";102,203;0,976;331,6;"2014";"02"
"15844";102,212;0,978;327,2;"2014";"02"
"15845";102,224;0,97;303,6;"2014";"02"
"15846";102,223;0,967;329,8;"2014";"02"
"15847";102,214;0,969;326,8;"2014";"02"
"15848";102,212;0,967;326,8;"2014";"02"
"15849";102,224;0,97;315;"2014";"02"
"15850";102,215;0,972;310,4;"2014";"02"
"15851";102,206;0,967;314,9;"2014";"02"
"15852";102,214;0,969;330,3;"2014";"02"
"15853";102,205;0,977;303;"2014";"02"
"15854";102,214;0,97;311;"2014";"02"
"15855";102,208;0,938;318,8;"2014";"02"
"15856";102,219;0,936;321,3;"2014";"02"
"15857";102,22;0,946;309,7;"2014";"02"
"15858";102,2;0,947;325,3;"2014";"02"
"15859";102,21;0,949;311,6;"2014";"02"
"15860";102,206;0,945;320,3;"2014";"02"
"15861";102,216;0,946;306,5;"2014";"02"
"15862";102,206;0,978;303,5;"2014";"02"
"15863";102,202;0,954;309,6;"2014";"02"
"15864";102,21;0,944;310,2;"2014";"02"
"15865";102,212;0,933;312,6;"2014";"02"
"15866";102,207;0,973;324,4;"2014";"02"
"15867";102,178;1,001;318,1;"2014";"03"
"15868";102,208;0,97;320,3;"2014";"03"
"15869";102,171;1,001;300,5;"2014";"03"
"15870";102,176;1,001;308,3;"2014";"03"
"15871";102,172;0,995;328,5;"2014";"03"
"15872";102,217;0,946;334,9;"2014";"03"
"15873";102,207;0,944;354;"2014";"03"
"15874";102,211;0,954;306;"2014";"03"
"15875";102,197;0,954;304;"2014";"03"
"15876";102,216;1,001;311,1;"2014";"03"
"15877";102,213;0,957;308,8;"2014";"03"
"15878";102,194;0,933;314,1;"2014";"03"
"15879";102,214;0,992;343,5;"2014";"03"
"15880";102,215;1,001;327,6;"2014";"03"
"15881";102,191;0,995;305,7;"2014";"03"
"15882";102,213;0,951;311;"2014";"03"
"15883";102,21;0,932;325,1;"2014";"03"
"15884";102,219;0,99;305,4;"2014";"03"
"15885";102,208;0,992;312,4;"2014";"03"
"15886";102,22;1;313,7;"2014";"03"
"15887";102,204;0,956;307,2;"2014";"03"
"15888";102,214;0,997;309,9;"2014";"03"
"15889";102,203;0,995;314,3;"2014";"03"
"15890";102,204;0,986;308,1;"2014";"03"
"15891";102,205;0,953;327,6;"2014";"03"
"15892";102,198;0,955;328,9;"2014";"03"
"15893";102,221;0,987;312;"2014";"03"
"15894";102,212;0,988;307;"2014";"03"
"15895";102,209;0,961;309,4;"2014";"03"
"15896";102,197;0,945;322,6;"2014";"03"
"15897";102,203;0,935;309,1;"2014";"03"
"15898";102,204;0,953;310,9;"2014";"03"
"15899";102,197;0,932;307,3;"2014";"03"
"15900";102,203;0,967;331,7;"2014";"03"
"15901";102,186;0,942;311,1;"2014";"03"
"15902";102,164;1;321,4;"2015";"04"
"15903";102,176;1,001;320,7;"2015";"05"
"15904";102,162;0,993;320,8;"2015";"05"
"15905";102,165;1;313,5;"2015";"05"
"15906";102,176;0,999;310,7;"2015";"05"
"15907";102,175;0,996;313,5;"2015";"06"
"15908";102,161;0,994;319,4;"2015";"08"
"15909";102,176;1,003;309,9;"2015";"12"
"15910";102,16;0,988;317,3;"2016";"01"
"15911";102,161;0,986;313,1;"2016";"01"
"15912";102,172;0,981;315,1;"2016";"02"
"15913";102,181;0,987;323;"2016";"03"
"15914";102,178;0,974;315,2;"2016";"06"
"15915";102,161;0,971;314,3;"2016";"06"
"15916";102,176;0,96;315,4;"2016";"08"
"15917";102,169;0,962;317,1;"2016";"09"
"15918";102,163;0,956;316,7;"2016";"12"
"15919";102,191;0,958;318,2;"2017";"07"
"15920";100,445;2,078;319,8;"2014";"02"
"15921";100,407;2,071;307,7;"2014";"02"
"15922";100,435;2,046;322,3;"2014";"02"
"15923";100,409;2,072;302,4;"2014";"02"
"15924";100,435;2,051;306,7;"2014";"02"
"15925";100,412;2,076;324,1;"2014";"02"
"15926";100,406;2,077;328,1;"2014";"02"
"15927";100,411;2,071;334,7;"2014";"02"
"15928";100,419;2,083;303,6;"2014";"02"
"15929";100,44;2,067;305,5;"2014";"03"
"15930";100,441;2,07;304,2;"2014";"03"
"15931";100,441;2,067;313,9;"2014";"03"
"15932";100,432;2,039;314;"2014";"06"
"15933";100,416;2,036;363,5;"2014";"06"
"15934";100,421;2,049;314,9;"2014";"06"
"15935";100,42;2,029;325,7;"2014";"06"
"15936";100,43;2,036;331,6;"2014";"06"
"15937";100,41;2,03;345,2;"2014";"06"
"15938";100,421;2,033;356;"2014";"06"
"15939";100,419;2,043;337,5;"2014";"06"
"15940";100,421;2,033;305,4;"2014";"06"
"15941";100,404;2,031;313,5;"2014";"06"
"15942";100,412;2,037;316,7;"2014";"06"
"15943";100,423;2,035;307,1;"2014";"06"
"15944";100,449;2,046;309,8;"2014";"06"
"15945";100,424;2,027;309,4;"2014";"06"
"15946";100,406;2,061;301,2;"2014";"06"
"15947";100,437;2,033;322,1;"2014";"06"
"15948";100,434;2,052;314,9;"2014";"06"
"15949";100,407;2,045;328,6;"2014";"06"
"15950";100,426;2,028;366,5;"2014";"06"
"15951";100,409;2,028;340,5;"2014";"06"
"15952";100,433;2,027;312,3;"2014";"06"
"15953";100,434;2,038;308,8;"2014";"06"
"15954";100,415;2,038;318,6;"2014";"06"
"15955";100,443;2,038;330,2;"2014";"07"
"15956";100,449;2,03;338,5;"2014";"07"
"15957";100,453;2,037;374,2;"2014";"07"
"15958";100,448;2,032;337,4;"2014";"07"
"15959";100,443;2,032;304,9;"2014";"07"
"15960";100,457;2,079;302,8;"2014";"07"
"15961";100,43;2,033;334,4;"2014";"07"
"15962";100,453;2,06;309,9;"2014";"07"
"15963";100,455;2,072;322,7;"2014";"07"
"15964";100,445;2,08;325,8;"2015";"07"
"15965";100,447;2,076;330,7;"2015";"07"
"15966";100,456;2,079;325,2;"2015";"07"
"15967";100,456;2,083;319,4;"2015";"07"
"15968";100,433;2,031;313,7;"2017";"07"
"15969";101,665;1,613;335,4;"2014";"03"
"15970";101,669;1,606;309,6;"2014";"03"
"15971";101,655;1,576;326,8;"2014";"03"
"15972";101,653;1,58;328,7;"2014";"03"
"15973";101,661;1,591;336,1;"2014";"03"
"15974";101,652;1,614;308,4;"2014";"03"
"15975";101,664;1,594;357,6;"2014";"03"
"15976";101,673;1,582;308,8;"2014";"03"
"15977";101,658;1,603;375,8;"2014";"03"
"15978";101,653;1,574;367,8;"2014";"03"
"15979";101,663;1,582;325,4;"2014";"03"
"15980";101,665;1,599;369,6;"2014";"03"
"15981";101,661;1,576;417,9;"2014";"03"
"15982";101,66;1,614;328,6;"2014";"03"
"15983";101,668;1,578;318,1;"2014";"05"
"15984";101,659;1,585;300,8;"2014";"05"
"15985";101,667;1,575;369,4;"2014";"05"
"15986";101,709;1,449;310,5;"2014";"01"
"15987";101,709;1,432;309,9;"2014";"02"
"15988";101,712;1,436;312,3;"2014";"03"
"15989";101,714;1,435;316,9;"2014";"03"
"15990";101,717;1,445;303,4;"2014";"03"
"15991";101,715;1,434;349,4;"2014";"03"
"15992";101,709;1,428;329,1;"2014";"03"
"15993";101,715;1,434;308,6;"2014";"03"
"15994";101,714;1,442;309,8;"2014";"03"
"15995";101,713;1,433;307,3;"2014";"03"
"15996";101,719;1,431;326,6;"2014";"03"
"15997";101,709;1,438;308,2;"2014";"03"
"15998";101,716;1,434;312,5;"2014";"03"
"15999";101,713;1,439;308,9;"2014";"03"
"16000";101,712;1,43;319,2;"2014";"03"
"16001";101,716;1,431;319,9;"2014";"10"
"16002";101,713;1,438;314;"2015";"03"
"16003";101,716;1,468;305,6;"2015";"07"
"16004";101,725;1,457;317,8;"2015";"10"
"16005";101,73;1,443;334,7;"2016";"02"
"16006";101,735;1,452;381,9;"2016";"02"
"16007";101,733;1,459;304,5;"2016";"02"
"16008";101,723;1,453;314,7;"2016";"03"
"16009";101,72;1,443;306,5;"2016";"03"
"16010";101,729;1,444;360,1;"2016";"03"
"16011";101,735;1,453;346,1;"2016";"03"
"16012";101,723;1,455;301,5;"2016";"03"
"16013";101,734;1,44;337,5;"2016";"03"
"16014";101,732;1,449;352,6;"2016";"03"
"16015";101,575;1,506;313,3;"2014";"02"
"16016";101,546;1,531;312;"2014";"02"
"16017";101,546;1,507;324,6;"2014";"02"
"16018";101,556;1,508;309,7;"2014";"02"
"16019";101,554;1,509;313,9;"2014";"02"
"16020";101,578;1,513;317,2;"2014";"02"
"16021";101,579;1,517;310;"2014";"02"
"16022";101,549;1,522;326,6;"2014";"02"
"16023";101,556;1,515;326,5;"2014";"02"
"16024";101,547;1,519;310,3;"2014";"02"
"16025";101,551;1,52;328,7;"2014";"02"
"16026";101,559;1,512;305,6;"2014";"03"
"16027";101,549;1,523;352,5;"2014";"03"
"16028";101,548;1,526;330,2;"2014";"03"
"16029";101,549;1,509;302,5;"2014";"03"
"16030";101,564;1,52;386,2;"2014";"03"
"16031";101,569;1,521;349,6;"2014";"03"
"16032";101,545;1,504;334,9;"2014";"03"
"16033";101,579;1,528;371,2;"2015";"03"
"16034";101,573;1,517;344,8;"2015";"03"
"16035";101,583;1,519;377,4;"2015";"03"
"16036";101,581;1,528;386,3;"2015";"03"
"16037";101,58;1,537;393,1;"2015";"03"
"16038";101,572;1,527;329,1;"2015";"03"
"16039";101,583;1,523;383,1;"2015";"03"
"16040";101,574;1,524;323,4;"2015";"03"
"16041";101,579;1,538;316,3;"2015";"03"
"16042";101,577;1,52;341,9;"2015";"04"
"16043";101,57;1,528;306,1;"2015";"04"
"16044";101,578;1,521;326,2;"2015";"04"
"16045";101,569;1,519;331,9;"2015";"04"
"16046";101,565;1,533;305,2;"2015";"07"
"16047";101,764;1,514;311,4;"2015";"02"
"16048";101,757;1,518;307,4;"2015";"02"
"16049";101,756;1,507;324;"2015";"06"
"16050";101,714;1,538;302,9;"2015";"07"
"16051";101,754;1,509;312,6;"2015";"08"
"16052";101,744;1,513;312,3;"2015";"12"
"16053";101,736;1,518;316,9;"2016";"03"
"16054";101,745;1,516;319,4;"2016";"03"
"16055";101,736;1,528;308,9;"2016";"09"
"16056";101,752;1,526;306,7;"2016";"09"
"16057";101,745;1,532;310,1;"2016";"09"
"16058";101,745;1,527;320,3;"2016";"09"
"16059";101,735;1,528;315;"2016";"09"
"16060";101,746;1,538;311;"2016";"09"
"16061";102,138;0,589;316,7;"2014";"09"
"16062";102,115;0,564;314,4;"2016";"07"
"16063";102,122;0,566;313,9;"2016";"08"
"16064";102,116;0,566;311,7;"2016";"09"
"16065";102,167;0,572;314,3;"2016";"12"
"16066";102,604;-0,446;301,3;"2014";"03"
"16067";102,583;-0,441;316,6;"2014";"07"
"16068";102,578;-0,443;302;"2014";"07"
"16069";102,593;-0,511;314,9;"2014";"09"
"16070";102,617;-0,452;313,1;"2015";"08"
"16071";102,626;-0,451;306,3;"2015";"08"
"16072";102,625;-0,455;311,4;"2015";"08"
"16073";102,592;-0,442;330,1;"2015";"09"
"16074";102,598;-0,444;332,7;"2015";"09"
"16075";102,583;-0,475;347,2;"2015";"09"
"16076";102,598;-0,445;343,7;"2015";"09"
"16077";102,596;-0,471;302,4;"2015";"09"
"16078";102,583;-0,465;300,3;"2015";"09"
"16079";102,592;-0,468;305,2;"2015";"09"
"16080";102,573;-0,434;303;"2015";"09"
"16081";102,591;-0,46;306;"2015";"09"
"16082";102,585;-0,474;318,2;"2015";"09"
"16083";102,581;-0,461;342;"2015";"09"
"16084";102,58;-0,452;362,2;"2015";"09"
"16085";102,582;-0,464;302,5;"2015";"09"
"16086";102,573;-0,436;305,5;"2015";"09"
"16087";102,574;-0,452;305,1;"2015";"09"
"16088";102,601;-0,466;306;"2015";"09"
"16089";102,598;-0,475;306;"2015";"09"
"16090";101,608;-0,108;327;"2014";"02"
"16091";101,611;-0,119;307,4;"2014";"02"
"16092";101,6;-0,152;325,8;"2014";"06"
"16093";101,601;-0,133;312,7;"2014";"07"
"16094";101,57;-0,119;321,3;"2014";"07"
"16095";101,562;-0,12;325,8;"2014";"07"
"16096";101,594;-0,152;361,5;"2014";"07"
"16097";101,576;-0,149;320,5;"2014";"07"
"16098";101,609;-0,11;325,5;"2015";"01"
"16099";101,6;-0,108;307,3;"2015";"01"
"16100";101,604;-0,119;316,6;"2015";"01"
"16101";101,595;-0,107;327,2;"2015";"01"
"16102";101,575;-0,136;321,1;"2015";"06"
"16103";101,602;-0,147;327,8;"2015";"06"
"16104";101,557;-0,102;336,9;"2015";"07"
"16105";101,559;-0,114;330,5;"2015";"07"
"16106";101,604;-0,139;324,7;"2015";"07"
"16107";101,57;-0,099;331,5;"2015";"07"
"16108";101,585;-0,103;335,6;"2015";"07"
"16109";101,595;-0,139;321,7;"2015";"07"
"16110";101,592;-0,126;321,5;"2015";"07"
"16111";101,586;-0,149;302,6;"2015";"07"
"16112";101,606;-0,09;305,1;"2015";"08"
"16113";101,604;-0,086;317,8;"2015";"08"
"16114";101,574;-0,156;323,3;"2015";"08"
"16115";101,561;-0,147;362,1;"2015";"08"
"16116";101,599;-0,091;376,8;"2015";"08"
"16117";101,594;-0,093;360,4;"2015";"08"
"16118";101,591;-0,104;316,3;"2015";"09"
"16119";101,555;-0,124;320;"2015";"09"
"16120";101,555;-0,152;333,5;"2015";"09"
"16121";101,605;-0,109;343;"2015";"09"
"16122";101,568;-0,105;384,4;"2015";"09"
"16123";101,567;-0,096;372;"2015";"09"
"16124";101,609;-0,114;307,5;"2015";"09"
"16125";101,597;-0,121;306,5;"2017";"10"
"16126";101,555;1,748;316;"2014";"02"
"16127";101,583;1,738;323,5;"2014";"02"
"16128";101,596;1,791;304,8;"2014";"02"
"16129";101,606;1,788;328,6;"2014";"02"
"16130";101,561;1,727;340,3;"2014";"02"
"16131";101,579;1,729;320,7;"2014";"02"
"16132";101,589;1,8;328,3;"2014";"02"
"16133";101,601;1,792;327,9;"2014";"02"
"16134";101,573;1,745;316,9;"2014";"02"
"16135";101,558;1,739;312,6;"2014";"02"
"16136";101,565;1,735;320,7;"2014";"02"
"16137";101,581;1,797;310,9;"2014";"02"
"16138";101,596;1,74;332;"2014";"02"
"16139";101,606;1,741;311;"2014";"02"
"16140";101,61;1,747;313,9;"2014";"02"
"16141";101,61;1,798;332,9;"2014";"02"
"16142";101,605;1,743;314,5;"2014";"02"
"16143";101,608;1,749;318,4;"2014";"02"
"16144";101,603;1,748;315,8;"2014";"03"
"16145";101,573;1,749;307,5;"2014";"03"
"16146";101,603;1,757;323,1;"2014";"03"
"16147";101,605;1,761;301,5;"2014";"03"
"16148";101,6;1,75;336,2;"2014";"03"
"16149";101,611;1,735;341,3;"2014";"03"
"16150";101,599;1,755;303,6;"2014";"03"
"16151";101,596;1,73;311,9;"2014";"03"
"16152";101,607;1,733;363,2;"2014";"03"
"16153";101,562;1,727;335,5;"2014";"03"
"16154";101,601;1,739;347,4;"2014";"03"
"16155";101,599;1,778;311,1;"2014";"03"
"16156";101,596;1,755;329,9;"2014";"03"
"16157";101,56;1,749;323,3;"2014";"03"
"16158";101,588;1,822;316,6;"2014";"03"
"16159";101,602;1,742;317,8;"2014";"04"
"16160";101,556;1,745;326;"2014";"06"
"16161";101,561;1,734;342;"2014";"06"
"16162";101,558;1,753;336,6;"2014";"06"
"16163";101,568;1,754;337,6;"2014";"06"
"16164";101,566;1,76;318,7;"2014";"06"
"16165";101,567;1,749;330,3;"2014";"06"
"16166";101,59;1,74;371,5;"2014";"06"
"16167";101,562;1,74;308,8;"2014";"06"
"16168";101,584;1,737;320,5;"2014";"06"
"16169";101,597;1,729;348,9;"2014";"06"
"16170";101,584;1,736;310,3;"2014";"06"
"16171";101,602;1,734;329,4;"2015";"02"
"16172";101,612;1,74;411,8;"2015";"02"
"16173";101,585;1,741;363,9;"2015";"02"
"16174";101,596;1,772;320,4;"2015";"03"
"16175";101,611;1,736;324,4;"2015";"06"
"16176";101,606;1,734;308,1;"2015";"07"
"16177";101,574;1,769;304,9;"2015";"07"
"16178";101,584;1,763;341;"2015";"07"
"16179";101,592;1,753;321,6;"2015";"07"
"16180";101,571;1,751;327,6;"2015";"07"
"16181";101,604;1,732;317,1;"2015";"07"
"16182";101,606;1,741;311,4;"2015";"07"
"16183";101,6;1,732;347;"2015";"07"
"16184";101,599;1,739;319;"2015";"07"
"16185";101,594;1,739;313,9;"2015";"07"
"16186";101,608;1,74;304,8;"2015";"07"
"16187";101,567;1,745;325,5;"2015";"07"
"16188";101,575;1,755;336,7;"2015";"07"
"16189";101,576;1,746;403,8;"2015";"07"
"16190";101,587;1,737;304,9;"2015";"07"
"16191";101,608;1,734;303,7;"2015";"07"
"16192";101,578;1,743;343,1;"2015";"07"
"16193";101,58;1,752;330,7;"2015";"07"
"16194";101,594;1,729;334,6;"2015";"07"
"16195";101,599;1,733;321,6;"2015";"07"
"16196";101,561;1,76;328,4;"2015";"07"
"16197";101,572;1,757;315;"2015";"07"
"16198";101,598;1,728;333,4;"2015";"08"
"16199";101,58;1,735;305,8;"2015";"09"
"16200";101,588;1,738;302,7;"2015";"09"
"16201";101,575;1,751;308,2;"2016";"04"
"16202";101,559;1,731;314,8;"2016";"06"
"16203";101,588;1,833;315;"2017";"06"
"16204";101,59;1,829;311,6;"2017";"07"
"16205";101,592;1,843;310,1;"2017";"08"
"16206";101,585;1,835;313,4;"2017";"10"
"16207";101,45;-0,747;300,2;"2014";"03"
"16208";101,469;-0,739;316,4;"2014";"07"
"16209";101,456;-0,742;313,5;"2014";"07"
"16210";101,471;-0,782;317,2;"2017";"08"
"16211";101,464;-0,782;315,5;"2017";"08"
"16212";101,187;1,811;319,3;"2014";"02"
"16213";101,201;1,813;313,1;"2014";"02"
"16214";101,192;1,813;322,5;"2014";"02"
"16215";101,192;1,814;325,7;"2014";"02"
"16216";101,19;1,819;317,8;"2014";"02"
"16217";101,188;1,806;320,8;"2014";"02"
"16218";101,198;1,819;307;"2014";"02"
"16219";101,187;1,808;319,2;"2014";"02"
"16220";101,189;1,818;311,3;"2014";"02"
"16221";101,195;1,81;300,2;"2014";"02"
"16222";101,182;1,814;324;"2014";"02"
"16223";101,197;1,812;331,3;"2014";"02"
"16224";101,189;1,803;343;"2014";"02"
"16225";101,199;1,815;336;"2014";"02"
"16226";101,187;1,813;300,9;"2014";"02"
"16227";101,184;1,809;301,5;"2014";"02"
"16228";101,188;1,804;325,1;"2014";"02"
"16229";101,19;1,801;319,7;"2014";"02"
"16230";101,19;1,827;348,4;"2014";"02"
"16231";101,182;1,816;313,4;"2014";"02"
"16232";101,192;1,817;344,8;"2014";"02"
"16233";101,189;1,81;311,4;"2014";"02"
"16234";101,197;1,829;316;"2014";"02"
"16235";101,199;1,82;335,1;"2014";"02"
"16236";101,19;1,822;350,7;"2014";"02"
"16237";101,187;1,803;322,5;"2014";"02"
"16238";101,184;1,801;315,5;"2014";"02"
"16239";101,181;1,819;311;"2014";"02"
"16240";101,19;1,82;322,3;"2014";"02"
"16241";101,188;1,826;302,5;"2014";"02"
"16242";101,197;1,822;327,6;"2014";"02"
"16243";101,185;1,802;328,5;"2014";"03"
"16244";101,177;1,805;307,4;"2014";"03"
"16245";101,192;1,805;323,5;"2014";"03"
"16246";101,194;1,806;346,6;"2014";"03"
"16247";101,205;1,811;310,6;"2014";"03"
"16248";101,195;1,81;324,8;"2014";"03"
"16249";101,186;1,808;306,2;"2014";"03"
"16250";101,196;1,801;314;"2014";"03"
"16251";101,197;1,81;313,1;"2014";"03"
"16252";101,2;1,808;378,9;"2014";"03"
"16253";101,209;1,809;344,2;"2014";"03"
"16254";101,192;1,807;366,5;"2014";"03"
"16255";101,183;1,805;338,8;"2014";"03"
"16256";101,181;1,814;332,2;"2014";"03"
"16257";101,199;1,817;347,9;"2014";"03"
"16258";101,19;1,816;366;"2014";"03"
"16259";101,198;1,826;330,4;"2014";"03"
"16260";101,189;1,824;347,7;"2014";"03"
"16261";101,186;1,816;307,3;"2014";"03"
"16262";101,188;1,801;308;"2014";"03"
"16263";101,197;1,83;310,2;"2014";"03"
"16264";101,195;1,819;310;"2014";"03"
"16265";101,193;1,808;306;"2014";"03"
"16266";101,208;1,805;310,1;"2014";"03"
"16267";101,192;1,824;323,8;"2014";"03"
"16268";101,194;1,811;311,6;"2014";"03"
"16269";101,2;1,81;312,5;"2014";"03"
"16270";101,21;1,812;331,2;"2014";"03"
"16271";101,2;1,814;337,9;"2014";"03"
"16272";101,191;1,815;336,1;"2014";"03"
"16273";101,19;1,832;347,9;"2014";"03"
"16274";101,199;1,805;332,2;"2014";"03"
"16275";101,199;1,824;320,8;"2014";"03"
"16276";101,184;1,821;331;"2014";"03"
"16277";101,192;1,831;331,8;"2014";"03"
"16278";101,203;1,812;312,9;"2014";"03"
"16279";101,195;1,823;304,9;"2014";"03"
"16280";101,186;1,824;307,6;"2014";"03"
"16281";101,213;1,811;310,4;"2014";"03"
"16282";101,202;1,803;329,7;"2014";"03"
"16283";101,193;1,804;314,6;"2014";"03"
"16284";101,212;1,801;322,1;"2014";"03"
"16285";101,2;1,809;308,3;"2014";"03"
"16286";101,194;1,817;303,7;"2014";"03"
"16287";101,209;1,811;349,4;"2014";"03"
"16288";101,191;1,808;333,6;"2014";"03"
"16289";101,189;1,821;322,3;"2014";"03"
"16290";101,184;1,821;321,2;"2014";"03"
"16291";101,19;1,825;322;"2014";"03"
"16292";101,211;1,81;340;"2014";"03"
"16293";101,202;1,808;327,3;"2014";"03"
"16294";101,18;1,824;307,4;"2014";"03"
"16295";101,183;1,831;312,7;"2014";"03"
"16296";101,192;1,833;315,5;"2014";"03"
"16297";101,207;1,812;322,1;"2014";"03"
"16298";101,209;1,805;324;"2014";"03"
"16299";101,189;1,824;306,3;"2014";"03"
"16300";101,2;1,832;309,4;"2014";"03"
"16301";101,19;1,833;318,4;"2014";"03"
"16302";101,216;1,81;326,1;"2014";"03"
"16303";101,204;1,816;322,2;"2014";"03"
"16304";101,216;1,804;331,8;"2014";"03"
"16305";101,206;1,822;324,4;"2014";"04"
"16306";101,193;1,807;313,1;"2014";"04"
"16307";101,213;1,82;320;"2014";"05"
"16308";101,212;1,801;329,7;"2014";"06"
"16309";101,215;1,806;316,1;"2014";"06"
"16310";101,213;1,802;343,1;"2014";"06"
"16311";101,207;1,805;310,7;"2014";"06"
"16312";101,213;1,803;333,7;"2014";"06"
"16313";101,211;1,804;393;"2014";"06"
"16314";101,199;1,802;358,8;"2014";"06"
"16315";101,21;1,813;304;"2014";"06"
"16316";101,207;1,803;312;"2014";"07"
"16317";101,214;1,809;317;"2014";"07"
"16318";101,205;1,81;340,9;"2014";"07"
"16319";101,211;1,809;301,9;"2014";"07"
"16320";101,212;1,814;316,2;"2014";"07"
"16321";101,192;1,808;339,5;"2014";"07"
"16322";101,186;1,81;328,4;"2014";"07"
"16323";101,209;1,806;314,4;"2014";"07"
"16324";101,197;1,807;337,6;"2014";"07"
"16325";101,189;1,807;359,7;"2014";"07"
"16326";101,202;1,802;308,5;"2014";"07"
"16327";101,201;1,806;318,2;"2014";"07"
"16328";101,192;1,807;314,1;"2014";"07"
"16329";101,191;1,81;326,2;"2014";"07"
"16330";101,216;1,806;323,5;"2014";"07"
"16331";101,209;1,804;327,1;"2014";"07"
"16332";101,199;1,811;334,4;"2014";"07"
"16333";101,21;1,805;319,3;"2014";"07"
"16334";101,191;1,808;327,5;"2014";"07"
"16335";101,188;1,805;332,4;"2014";"07"
"16336";101,183;1,807;322,3;"2014";"07"
"16337";101,206;1,803;308,9;"2014";"07"
"16338";101,193;1,813;310,8;"2014";"07"
"16339";101,183;1,802;309,5;"2014";"07"
"16340";101,193;1,801;344,2;"2014";"07"
"16341";101,19;1,816;342,1;"2014";"07"
"16342";101,192;1,806;347,9;"2014";"07"
"16343";101,191;1,814;362,4;"2014";"08"
"16344";101,184;1,815;352,9;"2014";"08"
"16345";101,202;1,818;332,9;"2014";"08"
"16346";101,2;1,811;354;"2014";"08"
"16347";101,195;1,809;353,5;"2014";"08"
"16348";101,186;1,809;363,9;"2014";"08"
"16349";101,193;1,82;367,4;"2014";"08"
"16350";101,178;1,818;333,9;"2014";"08"
"16351";101,159;1,824;304,1;"2015";"04"
"16352";101,165;1,828;323,7;"2015";"04"
"16353";101,147;1,825;316,2;"2015";"04"
"16354";101,161;1,819;312,7;"2015";"05"
"16355";101,161;1,824;309,3;"2015";"05"
"16356";101,154;1,82;313,6;"2015";"06"
"16357";101,156;1,814;312,1;"2015";"06"
"16358";101,158;1,813;315,9;"2015";"08"
"16359";101,148;1,81;313,9;"2015";"08"
"16360";101,195;1,834;314,3;"2017";"05"
"16361";101,197;1,83;319,4;"2017";"06"
"16362";101,202;1,832;318,6;"2017";"06"
"16363";101,59;1,344;302,3;"2014";"01"
"16364";101,628;1,356;302;"2014";"02"
"16365";101,625;1,35;361,9;"2014";"02"
"16366";101,619;1,351;345,9;"2014";"02"
"16367";101,614;1,347;306,6;"2014";"02"
"16368";101,626;1,353;326,4;"2014";"02"
"16369";101,619;1,352;321,6;"2014";"02"
"16370";101,621;1,34;324,9;"2014";"02"
"16371";101,617;1,333;353,7;"2014";"02"
"16372";101,617;1,328;372,2;"2014";"02"
"16373";101,615;1,339;328,1;"2014";"02"
"16374";101,635;1,336;320,2;"2014";"02"
"16375";101,611;1,333;309;"2014";"02"
"16376";101,623;1,334;314,7;"2014";"02"
"16377";101,624;1,335;336;"2014";"02"
"16378";101,633;1,334;305,4;"2014";"02"
"16379";101,626;1,326;302,7;"2014";"02"
"16380";101,634;1,334;322,1;"2014";"02"
